User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
1001765,M,25,4,C,1,0
1001766,F,50,0,C,0,1
1001767,M,29,20,C,1,0
1001768,M,46,16,C,1,1
1001769,M,32,17,C,0,1
1001770,M,45,16,C,1,0
1001771,M,27,17,C,2,1
1001772,M,74,2,C,1,0
1001773,M,20,4,B,1,0
1001774,M,28,17,C,4+,0
1001775,M,33,4,C,3,1
1001776,M,28,0,B,4+,1
1001777,M,34,20,C,0,0
1001778,M,20,4,B,1,0
1001779,M,25,1,C,4+,0
1001780,M,45,1,B,0,0
1001781,F,40,0,C,2,0
1001782,M,46,0,C,1,1
1001784,M,22,20,B,1,0
1001785,M,24,4,B,2,0
1001786,M,46,1,C,4+,1
1001787,M,18,8,A,4+,0
1001788,M,50,2,A,3,1
1001789,M,15,10,C,2,0
1001790,M,32,0,C,1,0
1001791,M,19,4,C,1,1
1001792,F,29,2,C,3,0
1001793,M,32,4,B,1,0
1001794,M,27,11,B,1,0
1001795,M,22,17,C,1,0
1001796,M,51,11,C,2,1
1001797,M,44,7,C,2,0
1001798,M,48,11,C,2,1
1001799,M,44,11,B,4+,1
1001801,F,35,6,C,0,0
1001802,M,21,4,A,3,0
1001803,M,31,2,B,1,0
1001804,M,27,7,C,4+,1
1001805,M,25,4,C,0,0
1001806,M,18,4,B,1,0
1001807,M,19,17,C,3,0
1001808,F,25,4,C,4+,1
1001809,F,26,14,C,0,1
1001810,M,53,13,A,1,1
1001812,F,29,12,A,4+,1
1001813,F,45,6,C,3,0
1001815,M,17,1,C,1,0
1001816,F,38,9,C,4+,0
1001817,M,42,1,A,3,0
1001818,M,17,8,C,4+,0
1001819,F,44,12,C,1,1
1001820,M,34,20,B,1,1
1001821,M,28,20,C,2,0
1001822,F,28,0,C,1,1
1001823,F,36,1,C,1,0
1001824,F,24,4,C,2,0
1001825,M,31,7,C,4+,1
1001826,M,46,11,C,1,1
1001827,F,29,1,C,3,0
1001828,M,20,4,B,1,0
1001829,M,35,16,C,2,1
1001830,M,24,4,C,2,0
1001831,M,19,4,B,4+,0
1001832,F,18,4,C,3,0
1001833,M,23,17,B,2,0
1001834,M,45,5,C,4+,0
1001835,M,27,19,B,3,0
1001836,M,33,0,A,4+,0
1001837,M,32,2,B,1,0
1001838,M,42,7,A,3,0
1001839,M,25,4,C,1,0
1001840,M,30,12,B,1,0
1001841,M,22,0,C,2,0
1001842,M,21,4,B,1,0
1001843,M,31,12,A,2,0
1001844,F,19,4,A,4+,1
1001845,M,26,2,B,3,1
1001846,M,48,12,B,2,0
1001847,M,24,4,C,2,0
1001848,M,42,5,A,4+,1
1001849,M,39,7,C,1,1
1001850,M,21,5,C,0,1
1001851,M,34,19,B,4+,1
1001852,M,30,12,B,1,0
1001853,M,52,0,B,1,1
1001854,M,31,0,C,2,0
1001855,M,18,4,C,4+,0
1001856,M,58,7,C,3,1
1001857,M,15,10,C,3,0
1001858,F,19,4,B,0,0
1001859,F,33,4,C,1,1
1001860,M,55,16,C,1,0
1001861,M,52,16,A,1,1
1001862,M,55,14,C,1,1
1001863,M,24,4,B,4+,0
1001864,M,43,7,B,2,0
1001865,F,20,1,B,2,0
1001866,M,29,7,A,4+,1
1001867,M,52,7,A,2,0
1001868,M,51,11,C,0,1
1001869,M,46,14,C,4+,1
1001870,M,58,13,C,1,0
1001871,F,47,1,C,1,1
1001872,M,53,20,C,2,0
1001873,M,36,7,B,2,0
1001874,M,47,7,B,3,1
1001875,M,43,12,A,2,0
1001876,M,27,12,C,1,0
1001877,F,47,20,B,2,1
1001878,M,15,10,C,2,0
1001879,M,26,4,C,1,1
1001880,M,43,0,B,3,1
1001881,M,43,2,A,4+,1
1001882,M,42,16,C,4+,0
1001883,F,52,0,B,1,1
1001884,M,46,20,B,1,1
1001885,M,54,17,B,2,1
1001886,M,34,12,C,3,0
1001887,M,74,15,C,3,1
1001888,M,42,12,C,1,1
1001889,M,23,14,B,2,0
1001891,M,46,1,C,3,1
1001892,M,28,20,C,2,0
1001893,F,38,0,B,3,0
1001894,F,41,7,B,0,1
1001895,M,38,14,C,2,0
1001896,M,65,13,C,4+,1
1001897,F,51,2,A,1,1
1001898,M,30,12,C,1,0
1001899,F,47,6,A,1,1
1001900,M,62,12,A,3,1
1001901,M,55,7,C,3,1
1001902,M,32,19,C,1,0
1001903,M,41,0,B,1,0
1001904,M,20,1,B,4+,0
1001905,F,37,20,A,1,0
1001906,F,30,5,C,1,1
1001907,M,36,17,C,1,0
1001908,M,73,13,C,3,1
1001909,M,21,4,C,2,1
1001910,M,15,10,C,0,0
1001911,F,22,4,C,0,0
1001912,M,32,4,A,1,1
1001914,F,37,14,B,2,0
1001915,M,51,13,C,1,0
1001916,M,46,7,B,0,0
1001917,M,19,10,B,1,0
1001918,F,49,6,C,2,1
1001919,M,15,0,C,1,0
1001920,F,38,7,B,1,0
1001921,M,70,12,C,2,0
1001922,F,35,7,B,4+,0
1001923,M,38,7,C,2,0
1001925,M,51,7,B,1,0
1001926,F,15,0,B,1,0
1001927,M,36,7,C,1,1
1001928,M,15,10,B,1,0
1001929,F,15,10,A,0,0
1001930,M,28,15,A,4+,0
1001931,M,28,2,A,1,1
1001932,M,35,7,A,4+,0
1001933,M,23,19,B,0,0
1001934,M,31,17,B,4+,0
1001935,M,15,10,B,1,0
1001936,M,41,0,C,1,0
1001937,M,30,11,C,4+,0
1001938,F,27,2,C,1,1
1001939,F,43,2,C,3,0
1001940,M,30,12,C,2,0
1001941,M,43,17,A,1,0
1001942,M,38,5,B,1,1
1001943,M,23,4,B,0,0
1001944,F,23,4,C,1,0
1001945,M,31,20,C,3,1
1001946,M,31,14,A,1,1
1001947,M,34,7,B,4+,1
1001948,M,15,10,B,3,0
1001949,M,18,17,C,0,0
1001950,M,35,12,C,1,0
1001951,F,20,4,C,1,0
1001952,M,37,1,B,1,1
1001953,F,34,2,C,2,0
1001954,M,27,16,C,1,0
1001955,M,17,19,C,4+,0
1001956,M,37,0,C,1,1
1001957,F,23,4,C,0,0
1001958,F,30,1,B,3,0
1001959,F,51,13,C,1,0
1001960,M,47,7,B,3,1
1001961,F,51,3,C,2,1
1001962,F,21,1,B,0,1
1001963,F,51,9,C,4+,1
1001964,F,29,6,C,1,0
1001965,M,63,17,C,1,0
1001966,M,33,20,C,2,0
1001967,M,54,7,B,4+,1
1001968,M,26,11,B,2,0
1001969,F,30,3,B,4+,0
1001970,M,52,13,C,1,0
1001971,F,34,14,C,3,0
1001972,M,49,17,C,0,1
1001973,M,29,1,A,0,0
1001974,M,40,17,B,1,0
1001976,M,40,5,C,0,1
1001977,M,66,6,C,2,1
1001978,M,15,10,C,4+,0
1001979,M,64,17,B,4+,0
1001980,M,42,7,A,1,0
1001981,M,72,1,C,2,1
1001982,M,15,10,C,4+,0
1001983,M,27,14,A,3,0
1001984,M,23,10,B,2,1
1001985,M,47,12,A,2,1
1001986,M,53,13,C,1,1
1001987,M,27,17,C,3,0
1001988,F,29,1,B,2,0
1001989,M,53,6,C,1,0
1001990,M,30,7,C,2,1
1001991,M,27,20,C,4+,1
1001992,M,23,4,C,3,0
1001993,M,42,17,C,4+,1
1001994,M,38,2,C,0,0
1001995,M,33,1,C,4+,1
1001996,M,40,0,C,3,0
1001997,M,29,0,A,0,1
1001998,F,51,9,B,2,1
1001999,F,36,3,C,1,0
1002000,M,22,4,C,1,0
1002001,M,52,1,A,1,1
1002002,F,71,13,C,2,1
1002003,M,15,10,C,1,0
1002004,M,50,19,C,1,1
1002005,M,21,4,C,3,0
1002006,M,42,0,A,1,1
1002007,M,51,16,C,4+,1
1002008,M,31,3,C,0,0
1002009,F,42,7,C,3,0
1002010,M,22,4,B,0,0
1002011,F,39,3,B,3,1
1002012,M,27,4,B,3,1
1002013,M,49,0,C,1,1
1002014,M,21,4,C,2,1
1002015,M,23,4,B,4+,0
1002016,F,60,2,C,2,1
1002017,M,27,17,C,3,0
1002018,M,38,16,B,1,0
1002019,M,55,1,B,1,1
1002020,M,27,7,B,0,1
1002021,M,34,0,C,1,0
1002022,M,31,7,C,1,0
1002023,M,22,4,B,2,1
1002024,M,15,19,C,2,0
1002025,M,73,13,C,3,0
1002026,M,53,16,C,1,1
1002027,F,31,9,C,1,0
1002028,M,46,6,C,3,1
1002029,F,34,12,A,0,0
1002030,M,26,4,B,1,0
1002031,M,36,20,A,3,0
1002032,M,51,14,C,4+,1
1002033,F,49,20,B,0,0
1002034,F,46,2,C,4+,1
1002035,F,24,0,C,1,0
1002036,F,32,14,B,1,0
1002037,M,62,14,C,3,0
1002038,F,49,1,B,3,1
1002039,M,54,16,C,2,0
1002040,F,34,7,C,3,0
1002041,F,32,20,B,4+,0
1002042,M,15,10,C,4+,0
1002043,M,26,14,C,1,1
1002044,F,48,0,C,0,1
1002045,F,15,0,C,0,0
1002046,M,42,1,C,2,0
1002047,M,15,10,B,1,0
1002048,M,55,6,B,2,0
1002049,F,52,0,A,1,1
1002050,F,45,3,C,2,0
1002051,M,41,7,C,2,0
1002052,M,15,10,C,0,0
1002053,M,49,11,C,1,1
1002054,M,32,12,C,4+,0
1002055,M,51,11,C,4+,1
1002056,M,34,4,B,2,0
1002057,M,43,1,C,4+,0
1002058,F,71,1,B,1,0
1002059,M,44,0,B,3,0
1002060,M,15,1,C,3,0
1002061,M,67,1,B,0,0
1002062,M,19,4,C,2,0
1002063,M,26,4,A,3,0
1002064,M,37,1,C,1,0
1002065,M,27,6,C,2,0
1002066,F,33,6,B,2,1
1002067,M,53,16,B,2,0
1002068,F,44,12,C,2,0
1002069,M,56,15,C,4+,1
1002070,F,41,6,A,0,0
1002071,M,50,7,C,1,1
1002072,F,55,12,C,1,0
1002073,F,19,4,B,4+,0
1002074,M,24,4,A,1,0
1002075,F,35,4,A,1,0
1002076,M,19,4,B,0,1
1002078,M,23,4,C,1,0
1002079,M,15,10,C,3,0
1002080,M,26,11,C,2,0
1002081,M,23,17,C,1,0
1002083,M,21,4,C,0,0
1002084,M,24,4,C,2,0
1002085,M,25,0,C,4+,0
1002086,M,38,14,C,3,0
1002087,M,31,0,C,4+,0
1002088,M,55,7,A,1,1
1002089,M,36,17,C,2,0
1002090,M,45,17,C,2,0
1002091,F,37,20,C,1,0
1002092,M,56,1,B,4+,1
1002093,M,21,0,C,1,1
1002094,M,37,2,B,3,0
1002095,M,62,13,C,1,1
1002096,F,34,17,C,1,1
1002097,M,18,5,C,0,0
1002098,M,39,20,A,0,1
1002099,F,22,0,B,1,0
1002100,F,30,0,C,4+,0
1002101,M,30,16,C,1,1
1002102,M,27,11,B,3,0
1002103,M,38,12,C,0,0
1002104,M,46,15,C,2,1
1002105,M,27,1,A,0,1
1002106,F,20,20,A,3,1
1002107,M,30,1,A,3,1
1002108,M,15,10,C,1,0
1002109,M,35,16,B,2,0
1002110,M,52,11,C,3,0
1002111,M,72,13,C,4+,1
1002112,F,49,12,C,3,0
1002113,M,31,6,C,1,0
1002114,M,21,18,C,0,0
1002115,M,42,17,C,1,0
1002116,M,24,4,B,4+,1
1002117,M,64,13,B,3,0
1002118,M,30,14,A,1,1
1002119,M,44,4,B,3,0
1002121,M,61,13,C,0,1
1002122,M,39,12,C,4+,1
1002123,F,38,0,C,4+,1
1002124,M,30,0,B,1,1
1002125,M,40,3,C,0,0
1002126,M,65,14,C,0,1
1002127,M,25,4,C,0,1
1002128,F,50,1,C,1,0
1002129,M,28,5,B,1,0
1002130,M,49,0,C,2,1
1002131,M,28,0,B,1,0
1002132,M,67,14,C,3,1
1002133,F,15,10,C,3,0
1002134,M,22,10,B,4+,0
1002135,M,55,1,C,0,0
1002136,M,44,18,C,3,0
1002137,F,15,10,C,1,0
1002138,F,22,4,C,2,0
1002139,F,54,3,B,1,1
1002140,M,50,14,C,2,1
1002141,F,54,16,C,0,1
1002142,F,50,14,C,2,1
1002143,M,24,4,B,2,0
1002144,M,24,0,C,1,1
1002145,M,21,10,C,2,1
1002146,M,18,2,C,3,1
1002147,F,19,0,B,3,0
1002148,F,20,0,B,0,1
1002149,M,29,0,C,2,0
1002150,F,18,4,C,4+,0
1002151,M,68,13,C,2,1
1002152,M,18,4,C,2,0
1002153,M,22,16,B,3,0
1002154,M,34,12,C,1,1
1002155,F,15,10,C,1,0
1002156,M,25,19,C,4+,0
1002157,F,24,3,C,0,0
1002158,M,30,12,A,1,1
1002159,F,55,14,A,3,1
1002160,F,20,19,C,3,0
1002161,F,41,2,C,2,1
1002162,F,15,10,C,2,0
1002163,M,23,0,C,0,1
1002164,M,40,0,B,3,0
1002165,M,26,7,C,4+,1
1002166,M,15,10,C,1,0
1002167,F,26,6,B,0,1
1002168,M,15,10,B,4+,0
1002169,M,15,0,C,3,0
1002170,F,54,16,C,2,1
1002171,M,42,0,A,3,0
1002172,M,21,20,B,2,0
1002173,M,51,13,C,1,0
1002174,M,52,12,B,1,1
1002175,M,27,4,C,2,0
1002176,M,15,19,B,1,0
1002177,F,40,20,C,3,1
1002178,M,50,14,C,4+,0
1002179,F,33,0,C,1,1
1002180,M,27,12,B,3,1
1002181,M,32,0,B,4+,1
1002182,F,30,4,C,1,1
1002183,F,63,1,C,2,0
1002184,M,25,4,C,2,0
1002185,M,49,17,C,2,1
1002186,M,20,5,C,4+,0
1002187,M,48,16,C,1,1
1002188,F,25,19,B,4+,0
1002189,M,15,10,A,1,0
1002190,F,33,15,B,1,1
1002191,M,19,4,C,4+,0
1002192,F,33,0,B,2,0
1002193,M,15,10,C,1,0
1002194,M,31,17,C,3,0
1002195,M,17,10,A,0,0
1002196,M,27,12,C,1,1
1002197,F,26,1,C,1,0
1002198,F,43,9,C,1,0
1002199,M,15,10,B,3,0
1002200,M,43,1,C,3,0
1002201,M,75,20,C,3,1
1002202,F,15,10,C,2,0
1002203,M,49,12,B,4+,1
1002203,M,49,12,B,4+,1
1002204,M,68,3,B,4+,1
1002205,F,33,7,A,3,1
1002206,M,50,7,B,1,1
1002207,M,23,4,C,4+,0
1002208,M,29,0,C,1,0
1002209,M,43,7,A,2,1
1002210,M,46,17,C,0,0
1002211,M,47,6,C,2,1
1002212,M,24,4,A,2,1
1002213,F,32,0,B,3,0
1002214,F,30,1,C,4+,1
1002215,F,31,0,B,2,1
1002216,F,33,20,C,0,0
1002217,M,15,10,C,0,0
1002218,M,36,17,C,2,1
1002219,M,34,6,C,3,0
1002220,F,54,3,C,2,0
1002221,M,75,17,B,0,1
1002222,F,50,1,B,2,1
1002223,M,33,2,B,0,1
1002224,M,29,12,C,2,1
1002225,M,33,5,B,1,1
1002226,F,26,7,A,3,0
1002227,M,52,14,C,1,1
1002228,M,32,12,C,3,1
1002229,M,46,0,C,0,0
1002230,F,49,1,B,4+,1
1002231,M,51,11,B,1,1
1002232,M,31,14,B,1,1
1002233,F,45,3,B,2,1
1002234,M,71,1,C,0,1
1002235,M,15,10,C,2,0
1002236,M,15,10,C,0,0
1002237,F,41,6,B,1,0
1002238,F,33,4,B,2,0
1002239,M,21,10,A,0,0
1002240,M,47,12,C,0,1
1002241,M,47,5,B,1,0
1002242,M,22,4,A,2,0
1002243,M,50,2,C,1,1
1002245,M,15,10,C,1,0
1002247,M,48,2,B,2,1
1002248,F,43,12,C,2,0
1002249,M,31,5,C,3,0
1002250,M,20,19,A,3,1
1002251,M,45,14,A,3,0
1002252,F,24,1,B,1,0
1002253,F,55,0,C,4+,0
1002254,M,44,5,C,3,0
1002255,F,36,6,B,1,1
1002256,F,50,15,C,1,0
1002257,F,23,4,B,2,0
1002258,F,24,4,B,4+,0
1002259,F,66,16,C,1,1
1002260,F,35,20,C,1,0
1002261,M,31,5,C,1,0
1002262,M,50,17,C,1,1
1002263,M,27,6,C,2,1
1002264,F,48,7,C,1,0
1002265,M,67,13,C,1,1
1002266,F,55,2,C,1,1
1002267,F,57,13,C,1,1
1002268,F,37,1,C,4+,0
1002269,F,49,0,B,2,1
1002270,M,22,1,C,3,1
1002271,M,51,14,A,1,0
1002272,M,35,0,C,1,0
1002273,M,33,6,C,4+,0
1002274,M,24,2,B,3,0
1002275,M,70,7,C,3,1
1002276,M,74,13,C,1,1
1002278,M,51,17,B,4+,1
1002279,M,53,7,B,2,1
1002280,M,62,6,B,2,1
1002281,M,50,11,A,4+,0
1002283,M,37,18,C,2,1
1002284,M,34,20,B,1,1
1002285,F,15,10,B,3,0
1002286,M,36,17,C,3,0
1002287,M,61,0,C,1,1
1002288,M,15,10,B,2,0
1002289,F,52,1,C,1,1
1002291,M,48,1,C,2,1
1002292,M,54,15,C,2,1
1002293,F,56,3,B,1,1
1002294,M,63,13,B,3,0
1002295,M,47,11,C,1,1
1002296,F,32,6,C,3,1
1002297,M,74,13,C,4+,1
1002298,M,44,17,C,4+,0
1002299,F,19,10,B,4+,0
1002300,M,71,13,B,3,1
1002302,M,51,12,A,1,1
1002303,M,54,17,B,4+,1
1002304,M,46,12,B,2,1
1002305,M,51,20,A,1,1
1002306,F,22,4,A,2,0
1002307,M,30,17,A,1,1
1002308,F,50,16,A,3,1
1002309,F,48,0,C,2,1
1002310,M,47,12,B,3,1
1002311,F,26,4,B,2,1
1002312,M,47,0,C,0,1
1002313,F,52,6,C,4+,1
1002314,F,32,1,A,4+,0
1002315,M,57,7,C,4+,1
1002316,M,45,0,B,0,0
1002318,M,64,7,C,0,1
1002319,M,38,7,A,1,0
1002320,F,53,1,C,1,1
1002321,M,27,7,B,4+,1
1002322,F,70,13,A,2,1
1002323,M,36,3,B,1,1
1002324,M,41,17,C,3,0
1002325,F,23,4,C,1,0
1002326,M,21,4,C,2,0
1002327,M,23,10,C,2,0
1002328,M,71,7,C,2,1
1002329,F,73,15,C,1,1
1002330,M,48,7,A,1,1
1002331,M,63,1,A,1,1
1002332,M,66,14,B,2,0
1002333,M,54,6,C,0,1
1002334,F,72,7,B,1,1
1002335,M,54,17,A,3,0
1002336,M,42,18,C,1,1
1002337,M,40,17,B,1,0
1002338,M,48,17,C,4+,1
1002339,F,66,3,C,4+,1
1002340,M,36,2,A,2,0
1002341,M,72,1,A,4+,0
1002342,M,44,3,C,1,0
1002343,F,48,1,C,2,1
1002344,M,34,12,A,1,0
1002346,F,15,10,A,1,0
1002347,M,44,1,C,1,0
1002348,M,54,12,C,4+,1
1002349,M,28,8,C,4+,0
1002350,M,18,4,C,1,1
1002351,F,32,0,B,4+,0
1002352,M,54,13,B,1,1
1002353,F,40,9,C,3,1
1002354,M,36,11,B,3,1
1002355,F,47,9,C,2,1
1002356,F,54,16,B,4+,1
1002357,F,36,14,C,4+,0
1002358,F,74,6,B,1,0
1002359,M,68,13,C,1,1
1002360,M,54,6,A,0,1
1002361,M,63,7,B,1,1
1002362,M,35,14,A,1,0
1002363,M,54,14,C,3,0
1002364,F,66,9,C,0,1
1002365,M,51,7,C,1,1
1002366,F,50,16,C,1,1
1002367,F,31,9,B,1,0
1002368,F,56,13,C,1,0
1002369,M,42,14,B,1,1
1002370,M,54,1,C,2,0
1002371,F,43,7,C,2,0
1002372,F,46,7,C,1,1
1002374,M,33,14,B,2,0
1002375,F,52,7,C,1,0
1002376,M,28,1,A,3,0
1002377,M,37,0,C,3,1
1002378,M,27,3,C,1,1
1002379,M,18,18,C,1,0
1002380,M,30,4,A,0,1
1002381,F,36,9,B,2,0
1002382,M,54,13,B,1,0
1002383,F,27,14,B,3,0
1002384,M,40,17,C,1,0
1002385,F,47,2,B,3,0
1002386,F,30,0,B,3,0
1002387,M,33,17,C,4+,0
1002388,M,56,5,C,1,0
1002389,M,27,16,A,0,1
1002390,F,29,6,C,1,0
1002391,M,54,18,C,4+,0
1002392,F,66,3,B,1,1
1002393,M,71,13,C,1,1
1002394,M,37,6,B,2,1
1002395,M,45,7,C,1,0
1002396,F,21,0,C,1,0
1002397,F,41,11,B,3,0
1002398,M,35,0,B,1,0
1002399,M,37,17,C,4+,0
1002401,M,29,4,C,3,1
1002402,M,47,17,B,4+,0
1002404,M,21,7,C,1,0
1002405,M,54,8,C,1,1
1002406,F,60,12,C,1,1
1002407,M,39,16,C,1,0
1002408,F,48,1,C,2,1
1002409,F,39,9,B,3,1
1002410,M,65,7,C,1,1
1002411,F,44,14,B,1,0
1002412,M,72,13,C,1,0
1002413,F,66,7,C,1,1
1002414,M,29,1,C,4+,1
1002415,M,29,7,C,2,1
1002416,M,46,7,C,3,1
1002417,M,46,1,C,1,0
1002418,F,15,10,B,1,0
1002419,M,29,0,B,3,1
1002420,M,53,7,C,2,1
1002421,M,44,7,C,2,1
1002422,F,53,9,C,3,1
1002423,F,50,9,C,2,1
1002424,M,33,17,C,3,0
1002425,F,41,14,B,2,1
1002426,M,55,0,C,1,1
1002427,F,31,14,C,3,0
1002428,M,46,17,B,1,0
1002429,M,28,2,A,2,1
1002430,M,27,4,B,2,0
1002431,F,28,4,A,0,0
1002432,M,30,4,A,1,1
1002433,M,34,4,A,1,0
1002434,M,28,4,C,2,0
1002435,M,34,4,A,3,1
1002436,M,35,7,B,2,0
1002437,M,29,4,C,4+,1
1002438,M,43,1,A,2,0
1002439,M,49,17,A,1,1
1002440,M,52,17,C,1,1
1002441,F,47,6,C,2,1
1002442,M,44,17,C,2,0
1002443,F,44,0,C,1,0
1002444,F,47,4,B,1,1
1002445,M,29,0,A,1,1
1002446,M,20,7,B,0,0
1002447,M,34,14,C,1,1
1002449,M,70,13,A,1,1
1002450,M,46,16,C,1,0
1002451,M,49,12,C,1,1
1002452,M,47,7,B,0,0
1002453,M,33,7,B,0,0
1002454,M,25,0,B,1,0
1002455,M,41,7,A,1,0
1002456,M,33,5,A,1,0
1002457,M,32,0,B,0,1
1002458,M,30,7,C,3,1
1002459,M,51,7,A,1,1
1002460,F,52,1,C,1,1
1002461,M,23,4,B,1,0
1002462,M,37,1,B,1,0
1002463,M,31,7,C,0,0
1002464,F,25,4,C,4+,0
1002465,M,52,6,C,0,1
1002466,M,33,15,B,4+,0
1002467,M,15,10,C,0,0
1002468,M,52,1,A,4+,0
1002469,M,32,4,B,4+,0
1002470,M,37,18,B,4+,1
1002471,M,54,13,C,2,1
1002472,M,35,18,A,1,1
1002473,M,27,12,A,1,0
1002474,M,34,12,C,2,0
1002475,F,30,18,A,2,0
1002476,M,54,12,C,1,1
1002477,M,48,0,B,1,1
1002478,M,52,1,A,0,0
1002479,F,29,1,C,2,0
1002480,F,18,20,C,3,1
1002481,M,42,14,C,1,0
1002482,F,54,3,C,1,1
1002483,M,62,13,C,3,1
1002484,M,50,5,B,0,0
1002485,M,43,14,C,3,1
1002486,M,24,12,A,1,0
1002487,M,46,7,B,0,1
1002488,F,47,2,C,2,0
1002489,F,40,9,B,1,0
1002490,M,34,12,B,3,1
1002491,M,38,7,C,0,0
1002492,F,49,2,C,4+,1
1002493,M,50,2,B,1,1
1002494,M,19,4,C,1,0
1002495,F,24,4,C,4+,0
1002496,M,55,1,B,1,0
1002497,F,55,14,A,3,1
1002498,M,62,18,C,1,1
1002499,M,51,0,C,0,1
1002500,M,65,1,B,1,0
1002501,M,29,15,B,2,0
1002502,M,75,13,B,4+,1
1002503,M,44,17,C,3,1
1002504,M,26,7,A,2,1
1002505,M,28,7,A,3,1
1002506,F,29,14,A,4+,0
1002507,M,26,4,A,0,1
1002508,F,44,3,C,4+,1
1002509,M,31,5,C,1,1
1002510,M,29,7,C,0,0
1002511,M,29,7,C,2,0
1002512,F,47,14,C,1,1
1002513,M,75,1,A,1,1
1002514,M,73,14,A,1,1
1002515,M,50,12,C,4+,1
1002516,F,50,6,C,1,1
1002517,F,38,9,C,1,0
1002518,M,29,7,C,4+,0
1002519,F,46,2,B,0,0
1002520,F,59,2,C,3,1
1002521,M,42,17,B,1,0
1002522,M,22,11,A,1,0
1002523,M,34,17,B,0,0
1002524,F,74,9,C,2,1
1002525,F,36,1,A,0,0
1002526,M,68,13,B,4+,1
1002527,M,44,15,C,2,0
1002528,M,68,0,A,1,0
1002529,F,44,9,A,3,0
1002530,M,25,0,B,1,0
1002531,F,46,7,C,0,1
1002532,F,71,13,C,0,0
1002533,F,33,3,B,1,0
1002534,F,53,6,A,2,1
1002535,F,69,2,C,2,1
1002536,M,74,13,B,4+,1
1002537,M,42,11,B,0,0
1002538,M,67,13,B,3,0
1002539,M,38,7,C,3,1
1002540,F,50,6,B,3,1
1002541,F,37,5,B,1,1
1002542,F,47,13,A,2,1
1002543,F,39,0,B,2,0
1002544,M,46,1,B,1,0
1002545,M,65,13,B,2,1
1002546,F,64,13,C,4+,0
1002547,F,45,0,C,0,1
1002548,F,42,6,C,2,0
1002549,M,59,13,C,3,1
1002550,M,52,7,C,2,1
1002551,M,29,12,A,1,1
1002552,F,30,9,C,2,1
1002553,M,31,7,C,0,0
1002554,M,27,1,B,1,1
1002555,M,73,7,C,2,0
1002556,M,27,4,C,2,0
1002557,F,21,19,C,3,0
1002558,M,56,17,C,3,1
1002559,M,25,10,C,2,0
1002560,F,46,6,C,1,1
1002561,M,33,15,A,2,1
1002563,M,49,13,C,0,0
1002564,F,41,20,C,2,1
1002565,M,37,5,C,3,0
1002566,M,36,17,B,3,0
1002567,M,33,0,C,1,0
1002568,M,33,17,C,1,0
1002569,M,46,0,C,0,1
1002570,F,58,14,C,0,1
1002571,M,40,17,C,4+,0
1002572,M,41,14,C,1,0
1002573,M,47,16,C,0,1
1002574,M,54,6,B,1,1
1002575,M,39,7,C,4+,0
1002576,M,23,17,B,0,0
1002577,M,35,7,C,2,0
1002578,M,52,7,A,1,1
1002579,M,36,15,C,4+,0
1002580,F,46,1,C,2,1
1002581,M,29,11,A,1,0
1002582,F,32,1,C,3,0
1002583,M,36,7,C,4+,0
1002584,F,74,1,C,1,1
1002585,M,49,15,C,1,1
1002586,M,32,20,C,1,1
1002587,M,41,7,C,1,0
1002588,F,59,13,C,1,1
1002589,M,30,0,C,3,0
1002590,M,24,4,A,0,0
1002591,M,18,1,C,2,1
1002592,M,52,7,B,1,1
1002593,M,57,16,C,2,0
1002594,M,36,7,C,0,0
1002595,M,21,4,B,1,0
1002596,M,51,7,C,2,1
1002597,F,55,0,A,3,1
1002598,M,31,17,C,1,1
1002599,M,30,12,B,2,0
1002600,M,30,14,C,1,1
1002601,M,37,16,C,1,0
1002602,M,50,12,B,1,0
1002603,M,32,17,C,1,0
1002604,M,29,0,B,1,1
1002605,M,37,7,C,0,1
1002606,M,54,7,C,3,1
1002607,F,58,0,C,0,0
1002608,F,35,1,A,2,0
1002610,M,48,7,C,2,0
1002611,M,33,3,B,4+,0
1002612,F,46,3,C,1,1
1002613,M,36,1,A,3,0
1002614,M,31,7,C,1,0
1002615,M,30,7,C,2,1
1002616,M,42,7,C,1,0
1002617,F,49,15,C,1,0
1002618,F,20,4,C,0,1
1002619,M,45,12,C,1,0
1002620,M,21,4,C,4+,0
1002621,M,23,0,C,1,0
1002622,F,38,6,B,2,1
1002623,M,58,1,C,2,1
1002624,F,44,0,A,1,1
1002625,M,43,7,C,3,0
1002626,M,63,1,C,3,1
1002627,M,27,1,B,2,1
1002628,F,32,2,B,0,0
1002629,M,27,11,C,0,1
1002630,F,24,5,B,4+,0
1002631,F,54,1,B,2,1
1002632,M,74,0,C,1,0
1002633,F,40,9,C,1,1
1002634,M,66,1,A,3,1
1002636,M,23,12,C,4+,1
1002637,F,40,20,B,1,0
1002638,M,26,14,B,2,0
1002639,F,26,6,C,3,0
1002640,M,40,12,C,4+,1
1002641,M,28,6,C,1,1
1002642,M,27,0,C,0,0
1002643,M,50,17,B,1,1
1002644,M,25,15,C,3,0
1002645,M,26,7,A,1,0
1002646,M,50,17,C,1,1
1002647,F,37,11,C,1,1
1002648,M,31,17,B,2,0
1002649,M,34,16,C,2,0
1002650,M,46,7,C,1,0
1002651,M,71,14,C,3,1
1002652,M,37,20,C,2,1
1002653,M,35,7,A,0,0
